gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,monthlycharges,totalcharges,churn,internetservice_Fiber optic,internetservice_No,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check,tenure_years,has_internet,num_addon_services,charge_tenure_interaction,high_charge_flag,contract_term,auto_pay,echeck_flag,fiber_flag,clv_simple,monthlycharges_z,totalcharges_z,charge_tenure_interaction_z,contract_type_One Year,contract_type_Two Year,internet_type_Fiber optic,internet_type_No Internet,payment_method_Electronic Check,payment_method_Mailed Check,payment_method_Other/Bank Auto,tenure_group_7-12,tenure_group_13-24,tenure_group_25-48,tenure_group_49+
0,0,1,1,72,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,103.95,7517.7,0,1,0,0,1,1,0,0,6.0,1,6.0,7484.400000000001,1,24,1,0,1,7484.4,1.302,2.311,2.298,False,True,True,False,False,False,False,False,False,False,True
0,0,1,0,63,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.95,1234.8,0,0,1,0,1,0,0,0,5.2,0,0.0,1256.85,0,24,0,0,0,1256.85,-1.489,-0.462,-0.452,False,True,False,True,False,False,True,False,False,False,True
0,1,0,0,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71.3,1389.2,1,1,0,0,0,1,0,0,1.7,1,0.0,1426.0,0,1,1,0,1,1426.0,0.217,-0.394,-0.377,False,False,True,False,False,False,False,False,True,False,False
1,1,0,0,35,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,110.8,3836.3,0,1,0,1,0,0,0,0,2.9,1,7.0,3878.0,1,12,0,0,1,3878.0,1.53,0.686,0.706,True,False,True,False,False,False,True,False,False,True,False
0,1,1,0,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.1,1474.75,1,1,0,0,0,0,1,0,1.8,1,0.0,1451.1,0,1,0,1,1,1451.1,0.144,-0.356,-0.366,False,False,True,False,True,False,False,False,True,False,False
0,0,1,0,62,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,96.1,6001.45,0,1,0,1,0,0,1,0,5.2,1,4.0,5958.2,1,12,0,1,1,5958.2,1.041,1.642,1.624,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,15,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,48.8,720.1,0,0,0,0,0,0,0,1,1.2,1,1.0,732.0,0,1,0,0,0,732.0,-0.53,-0.689,-0.683,False,False,False,False,False,True,False,False,True,False,False
1,0,0,0,55,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,50.55,2832.75,0,0,0,0,0,1,0,0,4.6,1,1.0,2780.25,0,1,1,0,0,2780.25,-0.472,0.243,0.221,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.65,472.25,0,0,0,0,0,0,0,1,0.9,1,0.0,491.15,0,1,0,0,0,491.15,-0.668,-0.799,-0.79,False,False,False,False,False,True,False,True,False,False,False
1,0,1,1,17,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,88.25,1460.65,1,1,0,0,0,0,1,0,1.4,1,3.0,1500.25,0,1,0,1,1,1500.25,0.781,-0.363,-0.344,False,False,True,False,True,False,False,False,True,False,False
1,0,0,0,61,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.45,1336.35,0,0,1,1,0,0,0,0,5.1,0,0.0,1186.45,0,12,0,0,0,1186.45,-1.506,-0.417,-0.483,True,False,False,True,False,False,True,False,False,False,True
1,0,1,0,71,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,89.3,6388.65,0,0,0,0,1,1,0,0,5.9,1,7.0,6340.3,0,24,1,0,0,6340.3,0.815,1.813,1.793,False,True,False,False,False,False,False,False,False,False,True
1,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70.0,153.05,1,1,0,0,0,0,0,0,0.2,1,0.0,140.0,0,1,0,0,1,140.0,0.174,-0.94,-0.945,False,False,True,False,False,False,True,False,False,False,False
0,0,0,0,35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.25,677.9,0,0,1,0,1,0,0,1,2.9,0,0.0,673.75,0,24,0,0,0,673.75,-1.513,-0.708,-0.709,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70.5,1165.6,0,1,0,0,0,0,0,0,1.4,1,0.0,1198.5,0,1,0,0,1,1198.5,0.191,-0.493,-0.477,False,False,True,False,False,False,True,False,True,False,False
1,0,0,0,21,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,97.35,2119.5,1,1,0,0,0,0,1,0,1.8,1,3.0,2044.35,1,1,0,1,1,2044.35,1.083,-0.072,-0.104,False,False,True,False,True,False,False,False,True,False,False
1,0,1,0,47,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.65,921.55,0,0,1,0,1,0,0,0,3.9,0,0.0,923.55,0,24,0,0,0,923.55,-1.499,-0.601,-0.599,False,True,False,True,False,False,True,False,False,True,False
1,0,1,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.85,72.0,0,0,1,0,0,0,0,1,0.2,0,0.0,62.550000000000004,0,1,0,0,0,62.55,-1.459,-0.976,-0.979,False,False,False,True,False,True,False,False,False,False,False
0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.65,68.35,0,0,1,0,0,0,0,1,0.2,0,0.0,58.949999999999996,0,1,0,0,0,58.95,-1.499,-0.977,-0.981,False,False,False,True,False,True,False,False,False,False,False
0,1,1,0,44,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.35,847.25,0,0,1,0,1,1,0,0,3.7,0,0.0,851.4000000000001,0,24,1,0,0,851.4,-1.509,-0.633,-0.631,False,True,False,True,False,False,False,False,False,True,False
1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.0,44.0,0,0,0,0,0,0,0,1,0.1,1,0.0,44.0,0,1,0,0,0,44.0,-0.69,-0.988,-0.987,False,False,False,False,False,True,False,False,False,False,False
1,0,1,1,44,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,94.4,4295.35,0,1,0,1,0,0,1,0,3.7,1,4.0,4153.6,1,12,0,1,1,4153.6,0.985,0.889,0.827,True,False,True,False,True,False,False,False,False,True,False
0,0,1,1,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.9,135.0,1,0,1,0,0,0,0,0,0.4,0,1.0,129.5,0,1,0,0,0,129.5,-1.292,-0.948,-0.949,False,False,False,True,False,False,True,False,False,False,False
0,0,0,0,24,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,55.65,1400.55,1,0,0,0,0,0,0,0,2.0,1,2.0,1335.6,0,1,0,0,0,1335.6,-0.303,-0.389,-0.417,False,False,False,False,False,False,True,False,True,False,False
1,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.65,69.65,1,1,0,0,0,0,1,0,0.1,1,0.0,69.65,0,1,0,1,1,69.65,0.162,-0.977,-0.976,False,False,True,False,True,False,False,False,False,False,False
1,0,0,0,18,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,75.4,1380.4,0,1,0,0,0,0,1,0,1.5,1,1.0,1357.2,0,1,0,1,1,1357.2,0.354,-0.398,-0.407,False,False,True,False,True,False,False,False,True,False,False
1,0,0,0,10,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,100.6,1060.2,1,1,0,0,0,0,1,0,0.8,1,4.0,1006.0,1,1,0,1,1,1006.0,1.191,-0.539,-0.562,False,False,True,False,True,False,False,True,False,False,False
1,0,1,0,65,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,71.0,4386.2,0,0,0,0,1,0,0,0,5.4,1,4.0,4615.0,0,24,0,0,0,4615.0,0.207,0.929,1.031,False,True,False,False,False,False,True,False,False,False,True
1,1,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,86.0,86.0,1,1,0,0,0,0,1,0,0.1,1,2.0,86.0,0,1,0,1,1,86.0,0.706,-0.969,-0.969,False,False,True,False,True,False,False,False,False,False,False
1,0,0,0,53,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,106.95,5785.5,1,1,0,1,0,1,0,0,4.4,1,5.0,5668.35,1,12,1,0,1,5668.35,1.402,1.547,1.496,True,False,True,False,False,False,False,False,False,False,True
0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.2,52.05,0,0,1,1,0,0,0,1,0.2,0,0.0,63.599999999999994,0,12,0,0,0,63.6,-1.448,-0.984,-0.978,True,False,False,True,False,True,False,False,False,False,False
0,0,1,0,33,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,61.05,2018.4,0,0,0,0,1,0,0,1,2.8,1,3.0,2014.6499999999999,0,24,0,0,0,2014.65,-0.123,-0.116,-0.117,False,True,False,False,False,True,False,False,False,True,False
0,0,0,0,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,29.6,79.45,1,0,0,0,0,0,1,0,0.2,1,1.0,88.80000000000001,0,1,0,1,0,88.8,-1.169,-0.972,-0.967,False,False,False,False,True,False,False,False,False,False,False
1,0,0,0,34,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,79.95,2727.3,0,0,0,1,0,0,0,0,2.8,1,5.0,2718.3,0,12,0,0,0,2718.3,0.505,0.197,0.194,True,False,False,False,False,False,True,False,False,True,False
1,0,1,1,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.7,263.65,0,0,1,0,1,0,0,1,1.2,0,0.0,275.8,0,24,0,0,0,275.8,-1.498,-0.891,-0.885,False,True,False,True,False,True,False,False,True,False,False
1,0,0,0,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.3,275.4,0,0,1,0,0,0,0,1,1.1,0,0.0,263.90000000000003,0,1,0,0,0,263.9,-1.478,-0.886,-0.89,False,False,False,True,False,True,False,False,True,False,False
0,1,1,0,46,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,59.9,2816.65,1,0,0,1,0,0,0,0,3.8,1,5.0,2755.4,0,12,0,0,0,2755.4,-0.162,0.236,0.21,True,False,False,False,False,False,True,False,False,True,False
0,0,1,1,23,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.35,538.5,0,0,1,1,0,0,0,1,1.9,0,1.0,560.0500000000001,0,12,0,0,0,560.05,-1.343,-0.77,-0.759,True,False,False,True,False,True,False,False,True,False,False
1,0,1,1,47,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.75,948.9,0,0,1,0,1,0,0,1,3.9,0,0.0,928.25,0,24,0,0,0,928.25,-1.496,-0.588,-0.597,False,True,False,True,False,True,False,False,False,True,False
0,0,0,1,17,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,50.3,846.8,0,0,0,0,0,0,0,1,1.4,1,1.0,855.0999999999999,0,1,0,0,0,855.1,-0.481,-0.634,-0.629,False,False,False,False,False,True,False,False,True,False,False
1,0,1,1,49,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,95.6,4783.5,1,1,0,0,0,0,1,0,4.1,1,3.0,4684.4,1,1,0,1,1,4684.4,1.025,1.104,1.062,False,False,True,False,True,False,False,False,False,False,True
0,1,1,0,59,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,50.25,2997.45,0,0,0,0,0,0,1,0,4.9,1,3.0,2964.75,0,1,0,1,0,2964.75,-0.482,0.316,0.303,False,False,False,False,True,False,False,False,False,False,True
1,0,0,0,69,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,85.35,5897.4,0,0,0,0,1,1,0,0,5.8,1,6.0,5889.15,0,24,1,0,0,5889.15,0.684,1.596,1.594,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0,11,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,41.6,470.6,1,0,0,1,0,0,1,0,0.9,1,2.0,457.6,0,12,0,1,0,457.6,-0.77,-0.8,-0.805,True,False,False,False,True,False,False,True,False,False,False
0,0,0,0,10,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,51.65,524.5,0,0,0,0,0,0,0,1,0.8,1,1.0,516.5,0,1,0,0,0,516.5,-0.436,-0.776,-0.778,False,False,False,False,False,True,False,True,False,False,False
0,0,1,1,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.0,269.65,0,0,1,0,1,0,0,0,1.0,0,1.0,288.0,0,24,0,0,0,288.0,-1.355,-0.888,-0.879,False,True,False,True,False,False,True,True,False,False,False
0,0,0,0,45,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,100.85,4740.0,1,1,0,0,0,1,0,0,3.8,1,4.0,4538.25,1,1,1,0,1,4538.25,1.199,1.085,0.997,False,False,True,False,False,False,False,False,False,True,False
1,0,1,1,39,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,59.85,2341.5,0,0,0,0,0,0,0,1,3.2,1,2.0,2334.15,0,1,0,0,0,2334.15,-0.163,0.026,0.024,False,False,False,False,False,True,False,False,False,True,False
0,1,1,0,71,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.45,1789.65,0,0,1,0,1,1,0,0,5.9,0,1.0,1806.95,0,24,1,0,0,1806.95,-1.306,-0.217,-0.209,False,True,False,True,False,False,False,False,False,False,True
0,0,1,1,71,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.9,1626.4,0,0,1,0,1,1,0,0,5.9,0,1.0,1696.8999999999999,0,24,1,0,0,1696.9,-1.358,-0.289,-0.257,False,True,False,True,False,False,False,False,False,False,True
1,0,1,1,33,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.15,800.3,0,0,1,1,0,1,0,0,2.8,0,1.0,796.9499999999999,0,12,1,0,0,796.95,-1.35,-0.654,-0.655,True,False,False,True,False,False,False,False,False,True,False
0,1,0,0,67,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,75.7,5060.85,0,1,0,0,0,0,0,1,5.6,1,1.0,5071.900000000001,0,1,0,0,1,5071.9,0.364,1.227,1.233,False,False,True,False,False,True,False,False,False,False,True
0,0,1,1,37,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,40.2,1448.8,1,0,0,0,0,0,0,0,3.1,1,3.0,1487.4,0,1,0,0,0,1487.4,-0.816,-0.368,-0.35,False,False,False,False,False,False,True,False,False,True,False
0,0,1,1,49,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,84.5,4254.85,1,1,0,0,0,0,1,0,4.1,1,2.0,4140.5,0,1,0,1,1,4140.5,0.656,0.871,0.822,False,False,True,False,True,False,False,False,False,False,True
1,0,1,0,9,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,50.85,466.6,0,0,0,0,0,0,0,1,0.8,1,1.0,457.65000000000003,0,1,0,0,0,457.65,-0.462,-0.801,-0.804,False,False,False,False,False,True,False,True,False,False,False
0,0,1,0,52,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,91.6,4627.8,0,1,0,0,1,1,0,0,4.3,1,4.0,4763.2,1,24,1,0,1,4763.2,0.892,1.036,1.097,False,True,True,False,False,False,False,False,False,False,True
1,0,0,0,70,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,98.9,6838.6,0,1,0,1,0,0,1,0,5.8,1,4.0,6923.0,1,12,0,1,1,6923.0,1.135,2.012,2.05,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,85.0,85.0,0,1,0,0,0,0,1,0,0.1,1,2.0,85.0,0,1,0,1,1,85.0,0.673,-0.97,-0.969,False,False,True,False,True,False,False,False,False,False,False
1,1,0,0,14,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,78.95,1101.85,1,1,0,0,0,0,1,0,1.2,1,2.0,1105.3,0,1,0,1,1,1105.3,0.472,-0.521,-0.519,False,False,True,False,True,False,False,False,True,False,False
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.3,44.3,0,0,0,0,0,0,0,1,0.1,1,0.0,44.3,0,1,0,0,0,44.3,-0.68,-0.988,-0.987,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.2,20.2,1,0,1,0,0,0,0,1,0.1,0,0.0,20.2,0,1,0,0,0,20.2,-1.481,-0.998,-0.998,False,False,False,True,False,True,False,False,False,False,False
1,0,0,0,52,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,80.2,4297.6,0,1,0,1,0,0,0,1,4.3,1,2.0,4170.400000000001,0,12,0,0,1,4170.4,0.513,0.89,0.835,True,False,True,False,False,True,False,False,False,False,True
0,0,0,0,6,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,60.9,414.1,0,0,0,0,0,0,0,1,0.5,1,2.0,365.4,0,1,0,0,0,365.4,-0.128,-0.825,-0.845,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0,7,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,34.2,256.6,0,0,0,0,0,0,0,1,0.6,1,2.0,239.40000000000003,0,1,0,0,0,239.4,-1.016,-0.894,-0.901,False,False,False,False,False,True,False,True,False,False,False
1,1,0,0,47,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,85.2,3969.35,1,1,0,0,0,0,0,0,3.9,1,3.0,4004.4,0,1,0,0,1,4004.4,0.679,0.745,0.762,False,False,True,False,False,False,True,False,False,True,False
1,0,0,0,26,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,87.15,2274.1,0,1,0,1,0,1,0,0,2.2,1,3.0,2265.9,0,12,1,0,1,2265.9,0.744,-0.003,-0.006,True,False,True,False,False,False,False,False,False,True,False
0,0,1,1,25,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,54.3,1296.8,0,0,0,0,0,0,1,0,2.1,1,2.0,1357.5,0,1,0,1,0,1357.5,-0.348,-0.435,-0.407,False,False,False,False,True,False,False,False,False,True,False
0,0,0,0,69,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.1,1268.85,0,0,1,0,1,0,0,1,5.8,0,0.0,1317.9,0,24,0,0,0,1317.9,-1.518,-0.447,-0.425,False,True,False,True,False,True,False,False,False,False,True
1,0,0,0,72,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,112.75,8192.6,0,1,0,0,1,1,0,0,6.0,1,7.0,8118.0,1,24,1,0,1,8118.0,1.595,2.609,2.578,False,True,True,False,False,False,False,False,False,False,True
0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.95,59.25,0,0,1,0,0,0,0,1,0.3,0,0.0,79.8,0,1,0,0,0,79.8,-1.489,-0.981,-0.971,False,False,False,True,False,True,False,False,False,False,False
0,0,1,1,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.5,1147.85,0,0,1,0,1,0,0,1,4.9,0,0.0,1150.5,0,24,0,0,0,1150.5,-1.504,-0.501,-0.499,False,True,False,True,False,True,False,False,False,False,True
0,0,0,0,67,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,65.55,4361.55,0,0,0,0,1,0,0,0,5.6,1,3.0,4391.849999999999,0,24,0,0,0,4391.85,0.026,0.918,0.933,False,True,False,False,False,False,True,False,False,False,True
1,1,0,0,26,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,78.8,2006.1,0,1,0,0,0,0,1,0,2.2,1,1.0,2048.7999999999997,0,1,0,1,1,2048.8,0.467,-0.122,-0.102,False,False,True,False,True,False,False,False,False,True,False
1,0,0,0,27,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,78.2,2078.95,0,0,0,1,0,0,0,1,2.2,1,5.0,2111.4,0,12,0,0,0,2111.4,0.447,-0.09,-0.074,True,False,False,False,False,True,False,False,False,True,False
0,0,1,1,72,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,105.25,7609.75,0,1,0,0,1,0,0,0,6.0,1,5.0,7578.0,1,24,0,0,1,7578.0,1.346,2.352,2.34,False,True,True,False,False,False,True,False,False,False,True
1,0,0,0,6,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,89.25,487.05,0,1,0,0,0,0,1,0,0.5,1,3.0,535.5,0,1,0,1,1,535.5,0.814,-0.792,-0.77,False,False,True,False,True,False,False,False,False,False,False
0,0,1,1,62,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.65,1218.45,0,0,1,0,1,1,0,0,5.2,0,0.0,1280.3,0,24,1,0,0,1280.3,-1.466,-0.469,-0.441,False,True,False,True,False,False,False,False,False,False,True
0,0,0,0,20,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,68.7,1416.2,0,0,0,1,0,0,1,0,1.7,1,4.0,1374.0,0,12,0,1,0,1374.0,0.131,-0.382,-0.4,True,False,False,False,True,False,False,False,True,False,False
0,0,0,0,6,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,78.65,483.3,0,0,0,0,0,1,0,0,0.5,1,5.0,471.90000000000003,0,1,1,0,0,471.9,0.462,-0.794,-0.798,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,51,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.75,1234.6,0,0,1,0,1,0,0,1,4.2,0,1.0,1262.25,0,24,0,0,0,1262.25,-1.33,-0.462,-0.449,False,True,False,True,False,True,False,False,False,False,True
1,0,1,1,61,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.75,1311.6,0,0,1,0,1,1,0,0,5.1,0,0.0,1204.75,0,24,1,0,0,1204.75,-1.496,-0.428,-0.475,False,True,False,True,False,False,False,False,False,False,True
0,1,1,0,62,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,89.1,5618.3,0,1,0,0,0,0,1,0,5.2,1,4.0,5524.2,0,1,0,1,1,5524.2,0.809,1.473,1.433,False,False,True,False,True,False,False,False,False,False,True
1,0,0,0,72,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,84.7,6185.15,0,1,0,0,1,0,0,0,6.0,1,3.0,6098.400000000001,0,24,0,0,1,6098.4,0.663,1.723,1.686,False,True,True,False,False,False,True,False,False,False,True
0,1,1,0,13,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,98.0,1237.85,1,1,0,0,0,0,1,0,1.1,1,4.0,1274.0,1,1,0,1,1,1274.0,1.105,-0.461,-0.444,False,False,True,False,True,False,False,False,True,False,False
0,0,1,0,5,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,94.45,498.1,1,1,0,0,0,0,1,0,0.4,1,3.0,472.25,1,1,0,1,1,472.25,0.987,-0.787,-0.798,False,False,True,False,True,False,False,False,False,False,False
0,1,0,0,3,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,105.0,294.45,1,1,0,0,0,0,1,0,0.2,1,5.0,315.0,1,1,0,1,1,315.0,1.337,-0.877,-0.867,False,False,True,False,True,False,False,False,False,False,False
1,1,1,0,26,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,93.85,2381.55,1,1,0,0,0,0,1,0,2.2,1,4.0,2440.1,1,1,0,1,1,2440.1,0.967,0.044,0.071,False,False,True,False,True,False,False,False,False,True,False
0,1,0,0,13,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,59.9,788.35,0,0,0,0,0,0,1,0,1.1,1,2.0,778.6999999999999,0,1,0,1,0,778.7,-0.162,-0.659,-0.663,False,False,False,False,True,False,False,False,True,False,False
1,0,1,1,38,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.95,756.4,0,0,1,0,1,0,0,1,3.2,0,0.0,758.1,0,24,0,0,0,758.1,-1.489,-0.673,-0.672,False,True,False,True,False,True,False,False,False,True,False
1,1,1,0,8,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,84.0,613.4,1,1,0,0,0,0,1,0,0.7,1,2.0,672.0,0,1,0,1,1,672.0,0.639,-0.737,-0.71,False,False,True,False,True,False,False,True,False,False,False
0,1,1,1,34,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,108.9,3625.2,0,1,0,0,0,0,1,0,2.8,1,6.0,3702.6000000000004,1,1,0,1,1,3702.6,1.467,0.593,0.628,False,False,True,False,True,False,False,False,False,True,False
0,0,0,0,18,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,33.6,550.35,0,0,0,0,0,0,0,1,1.5,1,2.0,604.8000000000001,0,1,0,0,0,604.8,-1.036,-0.764,-0.74,False,False,False,False,False,True,False,False,True,False,False
0,0,1,1,56,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,85.85,4793.8,0,1,0,1,0,0,0,1,4.7,1,3.0,4807.599999999999,0,12,0,0,1,4807.6,0.701,1.109,1.116,True,False,True,False,False,True,False,False,False,False,True
1,0,0,0,36,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,34.85,1267.2,0,0,0,0,0,0,0,0,3.0,1,2.0,1254.6000000000001,0,1,0,0,0,1254.6,-0.994,-0.448,-0.453,False,False,False,False,False,False,True,False,False,True,False
1,0,1,0,9,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,48.75,442.2,1,0,0,0,0,0,1,0,0.8,1,3.0,438.75,0,1,0,1,0,438.75,-0.532,-0.812,-0.813,False,False,False,False,True,False,False,True,False,False,False
0,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,84.85,84.85,1,1,0,0,0,0,1,0,0.1,1,2.0,84.85,0,1,0,1,1,84.85,0.668,-0.97,-0.969,False,False,True,False,True,False,False,False,False,False,False
0,0,0,0,12,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,56.65,654.85,1,0,0,0,0,0,0,1,1.0,1,2.0,679.8,0,1,0,0,0,679.8,-0.27,-0.718,-0.706,False,False,False,False,False,True,False,True,False,False,False
1,1,1,1,57,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,95.3,5567.45,0,1,0,0,0,1,0,0,4.8,1,4.0,5432.099999999999,1,1,1,0,1,5432.1,1.015,1.45,1.392,False,False,True,False,False,False,False,False,False,False,True
1,0,0,0,42,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,73.9,3160.55,1,0,0,1,0,1,0,0,3.5,1,5.0,3103.8,0,12,1,0,0,3103.8,0.304,0.388,0.364,True,False,False,False,False,False,False,False,False,True,False
1,0,1,1,33,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.5,740.3,1,0,1,0,1,0,0,1,2.8,0,1.0,808.5,0,24,0,0,0,808.5,-1.338,-0.681,-0.65,False,True,False,True,False,True,False,False,False,True,False
0,0,1,0,70,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,84.6,5706.2,0,1,0,0,1,0,0,0,5.8,1,3.0,5922.0,0,24,0,0,1,5922.0,0.659,1.512,1.608,False,True,True,False,False,False,True,False,False,False,True
1,0,0,0,68,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,44.95,3085.35,0,0,0,0,0,0,1,0,5.7,1,3.0,3056.6000000000004,0,1,0,1,0,3056.6,-0.658,0.355,0.343,False,False,False,False,True,False,False,False,False,False,True
